time_us,pwm,w
0.00001,0,0.00000
0.00051,0,0.00000
0.00100,0,0.00000
0.00150,0,0.00000
0.00200,0,0.00000
0.00250,0,0.00000
0.00300,0,0.00000
0.00350,0,0.00000
0.00400,0,0.00000
0.00450,0,0.00000
0.00501,0,0.00000
0.00550,0,0.00000
0.00600,0,0.00000
0.00650,0,0.00000
0.00700,0,0.00000
0.00750,0,0.00000
0.00800,0,0.00000
0.00850,0,0.00000
0.00900,0,0.00000
0.00950,0,0.00000
0.01000,0,0.00000
0.01050,0,0.00000
0.01100,0,0.00000
0.01150,0,0.00000
0.01200,0,0.00000
0.01250,0,0.00000
0.01300,0,0.00000
0.01350,0,0.00000
0.01400,0,0.00000
0.01450,0,0.00000
0.01500,0,0.00000
0.01550,0,0.00000
0.01601,0,0.00000
0.01650,0,0.00000
0.01700,0,0.00000
0.01750,0,0.00000
0.01800,0,0.00000
0.01850,0,0.00000
0.01900,0,0.00000
0.01950,0,0.00000
0.02000,0,0.00000
0.02050,0,0.00000
0.02101,0,0.00000
0.02151,0,0.00000
0.02200,0,0.00000
0.02250,0,0.00000
0.02300,0,0.00000
0.02350,0,0.00000
0.02400,0,0.00000
0.02451,0,0.00000
0.02500,0,0.00000
0.02550,0,0.00000
0.02600,0,0.00000
0.02650,0,0.00000
0.02700,0,0.00000
0.02750,0,0.00000
0.02800,0,0.00000
0.02850,0,0.00000
0.02900,0,0.00000
0.02950,0,0.00000
0.03000,0,0.00000
0.03050,0,0.00000
0.03100,0,0.00000
0.03150,0,0.00000
0.03201,0,0.00000
0.03250,0,0.00000
0.03300,0,0.00000
0.03350,0,0.00000
0.03400,0,0.00000
0.03450,0,0.00000
0.03500,0,0.00000
0.03550,0,0.00000
0.03600,0,0.00000
0.03650,0,0.00000
0.03700,0,0.00000
0.03751,0,0.00000
0.03800,0,0.00000
0.03850,0,0.00000
0.03900,0,0.00000
0.03950,0,0.00000
0.04000,0,0.00000
0.04050,0,0.00000
0.04100,0,0.00000
0.04150,0,0.00000
0.04200,0,0.00000
0.04250,0,0.00000
0.04300,0,0.00000
0.04350,0,0.00000
0.04400,0,0.00000
0.04450,0,0.00000
0.04500,0,0.00000
0.04550,0,0.00000
0.04600,0,0.00000
0.04650,0,0.00000
0.04701,0,0.00000
0.04750,0,0.00000
0.04800,0,0.00000
0.04850,0,0.00000
0.04900,0,0.00000
0.04950,0,0.00000
0.05000,0,0.00000
0.05050,0,0.00000
0.05100,0,0.00000
0.05150,0,0.00000
0.05201,0,0.00000
0.05251,0,0.00000
0.05300,0,0.00000
0.05350,0,0.00000
0.05400,0,0.00000
0.05450,0,0.00000
0.05500,0,0.00000
0.05551,0,0.00000
0.05600,0,0.00000
0.05650,0,0.00000
0.05700,0,0.00000
0.05751,0,0.00000
0.05800,0,0.00000
0.05850,0,0.00000
0.05900,0,0.00000
0.05950,0,0.00000
0.06000,0,0.00000
0.06050,0,0.00000
0.06100,0,0.00000
0.06150,0,0.00000
0.06200,0,0.00000
0.06250,0,0.00000
0.06300,0,0.00000
0.06350,0,0.00000
0.06400,0,0.00000
0.06450,0,0.00000
0.06500,0,0.00000
0.06550,0,0.00000
